name,face,type_line,subtype_count,subtypes,set,rarity,scryfall_uri
Growth-Chamber Guardian,Growth-Chamber Guardian,Creature — Elf Crab Warrior,3,"Elf, Crab, Warrior",rna,rare,https://scryfall.com/card/rna/128/growth-chamber-guardian?utm_source=api
"Guan Yu, Sainted Warrior","Guan Yu, Sainted Warrior",Legendary Creature — Human Soldier Warrior,3,"Human, Soldier, Warrior",me3,uncommon,https://scryfall.com/card/me3/12/guan-yu-sainted-warrior?utm_source=api
Guerrilla Gorilla,Guerrilla Gorilla,Creature — Ape Soldier Hero,3,"Ape, Soldier, Hero",msh,common,https://scryfall.com/card/msh/169/guerrilla-gorilla?utm_source=api
Guildsworn Prowler,Guildsworn Prowler,Creature — Tiefling Rogue Assassin,3,"Tiefling, Rogue, Assassin",clb,common,https://scryfall.com/card/clb/130/guildsworn-prowler?utm_source=api
Guru Pathik,Guru Pathik,Legendary Creature — Human Monk Ally,3,"Human, Monk, Ally",tla,uncommon,https://scryfall.com/card/tla/223/guru-pathik?utm_source=api
Gwen Stacy // Ghost-Spider,Gwen Stacy,Legendary Creature — Human Performer Hero,3,"Human, Performer, Hero",spm,mythic,https://scryfall.com/card/spm/78/gwen-stacy-ghost-spider?utm_source=api
Gwen Stacy // Ghost-Spider,Ghost-Spider,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,mythic,https://scryfall.com/card/spm/78/gwen-stacy-ghost-spider?utm_source=api
"Gwenna, Eyes of Gaea","Gwenna, Eyes of Gaea",Legendary Creature — Elf Druid Scout,3,"Elf, Druid, Scout",bro,rare,https://scryfall.com/card/bro/185/gwenna-eyes-of-gaea?utm_source=api
"Gwenom, Remorseless","Gwenom, Remorseless",Legendary Creature — Symbiote Spider Hero,3,"Symbiote, Spider, Hero",spm,mythic,https://scryfall.com/card/spm/56/gwenom-remorseless?utm_source=api
HYDRA Troopers,HYDRA Troopers,Creature — Human Soldier Villain,3,"Human, Soldier, Villain",msh,common,https://scryfall.com/card/msh/101/hydra-troopers?utm_source=api
Hada Freeblade,Hada Freeblade,Creature — Human Soldier Ally,3,"Human, Soldier, Ally",wwk,uncommon,https://scryfall.com/card/wwk/7/hada-freeblade?utm_source=api
Hagra Diabolist,Hagra Diabolist,Creature — Ogre Shaman Ally,3,"Ogre, Shaman, Ally",zen,uncommon,https://scryfall.com/card/zen/95/hagra-diabolist?utm_source=api
Hagra Sharpshooter,Hagra Sharpshooter,Creature — Human Assassin Ally,3,"Human, Assassin, Ally",bfz,uncommon,https://scryfall.com/card/bfz/113/hagra-sharpshooter?utm_source=api
"Hakoda, Selfless Commander","Hakoda, Selfless Commander",Legendary Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,rare,https://scryfall.com/card/tla/23/hakoda-selfless-commander?utm_source=api
Halana and Alena and Gisa and Geralf,Halana and Alena and Gisa and Geralf,Legendary Creature — Human Ranger Wizard,3,"Human, Ranger, Wizard",unk,rare,https://scryfall.com/card/unk/RZ04c/halana-and-alena-and-gisa-and-geralf?utm_source=api
"Halana, Kessig Ranger","Halana, Kessig Ranger",Legendary Creature — Human Archer Ranger,3,"Human, Archer, Ranger",cmr,uncommon,https://scryfall.com/card/cmr/231/halana-kessig-ranger?utm_source=api
Half-Elf Monk,Half-Elf Monk,Creature — Human Elf Monk,3,"Human, Elf, Monk",afr,common,https://scryfall.com/card/afr/19/half-elf-monk?utm_source=api
Halimar Excavator,Halimar Excavator,Creature — Human Wizard Ally,3,"Human, Wizard, Ally",wwk,common,https://scryfall.com/card/wwk/29/halimar-excavator?utm_source=api
Halimar Tidecaller,Halimar Tidecaller,Creature — Human Wizard Ally,3,"Human, Wizard, Ally",bfz,uncommon,https://scryfall.com/card/bfz/79/halimar-tidecaller?utm_source=api
"Hammerhead, Maggia Boss","Hammerhead, Maggia Boss",Legendary Creature — Human Rogue Villain,3,"Human, Rogue, Villain",msc,uncommon,https://scryfall.com/card/msc/659/hammerhead-maggia-boss?utm_source=api
"Hancock, Ghoulish Mayor","Hancock, Ghoulish Mayor",Legendary Creature — Zombie Mutant Advisor,3,"Zombie, Mutant, Advisor",pip,rare,https://scryfall.com/card/pip/45/hancock-ghoulish-mayor?utm_source=api
Hanweir Watchkeep // Bane of Hanweir,Hanweir Watchkeep,Creature — Human Warrior Werewolf,3,"Human, Warrior, Werewolf",inr,common,https://scryfall.com/card/inr/158/hanweir-watchkeep-bane-of-hanweir?utm_source=api
Harabaz Druid,Harabaz Druid,Creature — Human Druid Ally,3,"Human, Druid, Ally",wwk,rare,https://scryfall.com/card/wwk/105/harabaz-druid?utm_source=api
Harmonized Trio // Brainstorm,Harmonized Trio,Creature — Merfolk Bard Wizard,3,"Merfolk, Bard, Wizard",sos,rare,https://scryfall.com/card/sos/52/harmonized-trio-brainstorm?utm_source=api
"Haru, Hidden Talent","Haru, Hidden Talent",Legendary Creature — Human Peasant Ally,3,"Human, Peasant, Ally",tla,uncommon,https://scryfall.com/card/tla/182/haru-hidden-talent?utm_source=api
Hatut Zeraze Strike Force,Hatut Zeraze Strike Force,Creature — Human Spy Warrior,3,"Human, Spy, Warrior",msc,rare,https://scryfall.com/card/msc/15/hatut-zeraze-strike-force?utm_source=api
"Hawkeye, Avenging Archer","Hawkeye, Avenging Archer",Legendary Creature — Human Archer Hero,3,"Human, Archer, Hero",msc,rare,https://scryfall.com/card/msc/84/hawkeye-avenging-archer?utm_source=api
"Hawkeye, Bowslinger","Hawkeye, Bowslinger",Legendary Creature — Human Archer Hero,3,"Human, Archer, Hero",msc,rare,https://scryfall.com/card/msc/596/hawkeye-bowslinger?utm_source=api
"Hawkeye, Clint Barton","Hawkeye, Clint Barton",Legendary Creature — Human Archer Hero,3,"Human, Archer, Hero",msc,uncommon,https://scryfall.com/card/msc/518/hawkeye-clint-barton?utm_source=api
"Hawkeye, Master Marksman","Hawkeye, Master Marksman",Legendary Creature — Human Archer Hero,3,"Human, Archer, Hero",msh,rare,https://scryfall.com/card/msh/130/hawkeye-master-marksman?utm_source=api
"Hawkeye, Trick Shot","Hawkeye, Trick Shot",Legendary Creature — Human Archer Hero,3,"Human, Archer, Hero",msc,rare,https://scryfall.com/card/msc/506/hawkeye-trick-shot?utm_source=api
"Hawkeye, Young Avenger","Hawkeye, Young Avenger",Legendary Creature — Human Archer Hero,3,"Human, Archer, Hero",msh,uncommon,https://scryfall.com/card/msh/131/hawkeye-young-avenger?utm_source=api
Hedge Whisperer,Hedge Whisperer,Creature — Elf Druid Detective,3,"Elf, Druid, Detective",mkm,uncommon,https://scryfall.com/card/mkm/165/hedge-whisperer?utm_source=api
"Helmut Zemo, Mastermind","Helmut Zemo, Mastermind",Legendary Creature — Human Noble Villain,3,"Human, Noble, Villain",msc,rare,https://scryfall.com/card/msc/32/helmut-zemo-mastermind?utm_source=api
"Hercules, Olympian Hero","Hercules, Olympian Hero",Legendary Creature — Demigod Warrior Hero,3,"Demigod, Warrior, Hero",msc,rare,https://scryfall.com/card/msc/16/hercules-olympian-hero?utm_source=api
"Hercules, Prince of Power","Hercules, Prince of Power",Legendary Creature — Demigod Warrior Hero,3,"Demigod, Warrior, Hero",msh,uncommon,https://scryfall.com/card/msh/171/hercules-prince-of-power?utm_source=api
Hermitic Herbalist,Hermitic Herbalist,Creature — Human Druid Ally,3,"Human, Druid, Ally",tla,uncommon,https://scryfall.com/card/tla/226/hermitic-herbalist?utm_source=api
Hero of Goma Fada,Hero of Goma Fada,Creature — Human Knight Ally,3,"Human, Knight, Ally",bfz,rare,https://scryfall.com/card/bfz/31/hero-of-goma-fada?utm_source=api
Heroes in a Half Shell,Heroes in a Half Shell,Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmc,mythic,https://scryfall.com/card/tmc/6/heroes-in-a-half-shell?utm_source=api
Hidetsugu and Kairi,Hidetsugu and Kairi,Legendary Creature — Ogre Demon Dragon,3,"Ogre, Demon, Dragon",mom,rare,https://scryfall.com/card/mom/228/hidetsugu-and-kairi?utm_source=api
Highland Berserker,Highland Berserker,Creature — Human Berserker Ally,3,"Human, Berserker, Ally",zen,common,https://scryfall.com/card/zen/132/highland-berserker?utm_source=api
"Hobgoblin, Mantled Marauder","Hobgoblin, Mantled Marauder",Legendary Creature — Goblin Human Villain,3,"Goblin, Human, Villain",msc,uncommon,https://scryfall.com/card/msc/805/hobgoblin-mantled-marauder?utm_source=api
Hollow Dogs,Hollow Dogs,Creature — Phyrexian Zombie Dog,3,"Phyrexian, Zombie, Dog",9ed,common,https://scryfall.com/card/9ed/139/hollow-dogs?utm_source=api
Honorable Scout,Honorable Scout,Creature — Human Soldier Scout,3,"Human, Soldier, Scout",pls,common,https://scryfall.com/card/pls/8/honorable-scout?utm_source=api
Honored Knight-Captain,Honored Knight-Captain,Creature — Human Advisor Knight,3,"Human, Advisor, Knight",eoe,uncommon,https://scryfall.com/card/eoe/22/honored-knight-captain?utm_source=api
Hostile Investigator,Hostile Investigator,Creature — Ogre Rogue Detective,3,"Ogre, Rogue, Detective",big,mythic,https://scryfall.com/card/big/10/hostile-investigator?utm_source=api
House Cartographer,House Cartographer,Creature — Human Scout Survivor,3,"Human, Scout, Survivor",dsk,uncommon,https://scryfall.com/card/dsk/185/house-cartographer?utm_source=api
"Huatli, Poet of Unity // Roar of the Fifth People","Huatli, Poet of Unity",Legendary Creature — Human Warrior Bard,3,"Human, Warrior, Bard",lci,mythic,https://scryfall.com/card/lci/189/huatli-poet-of-unity-roar-of-the-fifth-people?utm_source=api
"Hulk, Always Angry","Hulk, Always Angry",Legendary Creature — Gamma Berserker Hero,3,"Gamma, Berserker, Hero",msc,rare,https://scryfall.com/card/msc/502/hulk-always-angry?utm_source=api
"Hulk, Bruce Banner","Hulk, Bruce Banner",Legendary Creature — Gamma Berserker Hero,3,"Gamma, Berserker, Hero",msc,uncommon,https://scryfall.com/card/msc/850/hulk-bruce-banner?utm_source=api
"Hulk, Brutal Brawler","Hulk, Brutal Brawler",Legendary Creature — Gamma Berserker Hero,3,"Gamma, Berserker, Hero",msc,mythic,https://scryfall.com/card/msc/833/hulk-brutal-brawler?utm_source=api
"Hulk, Gamma Goliath","Hulk, Gamma Goliath",Legendary Creature — Gamma Berserker Hero,3,"Gamma, Berserker, Hero",msh,uncommon,https://scryfall.com/card/msh/215/hulk-gamma-goliath?utm_source=api
"Hulk, Strongest There Is","Hulk, Strongest There Is",Legendary Creature — Gamma Berserker Hero,3,"Gamma, Berserker, Hero",msc,rare,https://scryfall.com/card/msc/724/hulk-strongest-there-is?utm_source=api
"Hulkling, Burgeoning Bruiser","Hulkling, Burgeoning Bruiser",Legendary Creature — Kree Skrull Hero,3,"Kree, Skrull, Hero",msh,uncommon,https://scryfall.com/card/msh/173/hulkling-burgeoning-bruiser?utm_source=api
"Hulkling, Young Avenger","Hulkling, Young Avenger",Legendary Creature — Kree Skrull Hero,3,"Kree, Skrull, Hero",msc,rare,https://scryfall.com/card/msc/689/hulkling-young-avenger?utm_source=api
"Hurkyl, Master Wizard","Hurkyl, Master Wizard",Legendary Creature — Human Wizard Advisor,3,"Human, Wizard, Advisor",bro,rare,https://scryfall.com/card/bro/51/hurkyl-master-wizard?utm_source=api
Hydroid Krasis,Hydroid Krasis,Creature — Jellyfish Hydra Beast,3,"Jellyfish, Hydra, Beast",soc,rare,https://scryfall.com/card/soc/315/hydroid-krasis?utm_source=api
Icatian Scout,Icatian Scout,Creature — Human Soldier Scout,3,"Human, Soldier, Scout",me2,common,https://scryfall.com/card/me2/17/icatian-scout?utm_source=api
"Ich-Tekik, Salvage Splicer","Ich-Tekik, Salvage Splicer",Legendary Creature — Phyrexian Human Artificer,3,"Phyrexian, Human, Artificer",cmr,uncommon,https://scryfall.com/card/cmr/233/ich-tekik-salvage-splicer?utm_source=api
Iguana Parrot,Iguana Parrot,Creature — Lizard Bird Pirate,3,"Lizard, Bird, Pirate",tla,common,https://scryfall.com/card/tla/56/iguana-parrot?utm_source=api
"Illuna, Apex of Wishes","Illuna, Apex of Wishes",Legendary Creature — Beast Elemental Dinosaur,3,"Beast, Elemental, Dinosaur",dmc,mythic,https://scryfall.com/card/dmc/154/illuna-apex-of-wishes?utm_source=api
"Immortus, Master of Eternity","Immortus, Master of Eternity",Legendary Creature — Human Hero Villain,3,"Human, Hero, Villain",msc,mythic,https://scryfall.com/card/msc/623/immortus-master-of-eternity?utm_source=api
"Imoen, Chaotic Trickster","Imoen, Chaotic Trickster",Legendary Creature — Human Rogue Wizard,3,"Human, Rogue, Wizard",hbg,rare,https://scryfall.com/card/hbg/7r/imoen-chaotic-trickster?utm_source=api
"Imoen, Honorable Trickster","Imoen, Honorable Trickster",Legendary Creature — Human Rogue Wizard,3,"Human, Rogue, Wizard",hbg,rare,https://scryfall.com/card/hbg/7w/imoen-honorable-trickster?utm_source=api
"Imoen, Mystic Trickster","Imoen, Mystic Trickster",Legendary Creature — Human Rogue Wizard,3,"Human, Rogue, Wizard",clb,uncommon,https://scryfall.com/card/clb/77/imoen-mystic-trickster?utm_source=api
"Imoen, Occult Trickster","Imoen, Occult Trickster",Legendary Creature — Human Rogue Wizard,3,"Human, Rogue, Wizard",hbg,rare,https://scryfall.com/card/hbg/7b/imoen-occult-trickster?utm_source=api
"Imoen, Trickster Friend","Imoen, Trickster Friend",Legendary Creature — Human Rogue Wizard,3,"Human, Rogue, Wizard",hbg,rare,https://scryfall.com/card/hbg/7/imoen-trickster-friend?utm_source=api
"Imoen, Wily Trickster","Imoen, Wily Trickster",Legendary Creature — Human Rogue Wizard,3,"Human, Rogue, Wizard",hbg,rare,https://scryfall.com/card/hbg/7u/imoen-wily-trickster?utm_source=api
"Imoen, Wise Trickster","Imoen, Wise Trickster",Legendary Creature — Human Rogue Wizard,3,"Human, Rogue, Wizard",hbg,rare,https://scryfall.com/card/hbg/7g/imoen-wise-trickster?utm_source=api
Inner Demons Gangsters,Inner Demons Gangsters,Creature — Human Rogue Villain,3,"Human, Rogue, Villain",msc,common,https://scryfall.com/card/msc/797/inner-demons-gangsters?utm_source=api
Inspired Insurgent,Inspired Insurgent,Creature — Human Peasant Ally,3,"Human, Peasant, Ally",tle,common,https://scryfall.com/card/tle/77/inspired-insurgent?utm_source=api
Invasion Reinforcements,Invasion Reinforcements,Creature — Human Warrior Ally,3,"Human, Warrior, Ally",tla,uncommon,https://scryfall.com/card/tla/24/invasion-reinforcements?utm_source=api
"Irma, Part-Time Mutant","Irma, Part-Time Mutant",Legendary Creature — Human Mutant Shapeshifter,3,"Human, Mutant, Shapeshifter",tmc,rare,https://scryfall.com/card/tmc/12/irma-part-time-mutant?utm_source=api
"Iroh, Dragon of the West","Iroh, Dragon of the West",Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tle,rare,https://scryfall.com/card/tle/119/iroh-dragon-of-the-west?utm_source=api
"Iroh, Firebending Instructor","Iroh, Firebending Instructor",Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tle,uncommon,https://scryfall.com/card/tle/240/iroh-firebending-instructor?utm_source=api
"Iroh, Grand Lotus","Iroh, Grand Lotus",Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tla,rare,https://scryfall.com/card/tla/227/iroh-grand-lotus?utm_source=api
"Iroh, Tea Master","Iroh, Tea Master",Legendary Creature — Human Citizen Ally,3,"Human, Citizen, Ally",tla,rare,https://scryfall.com/card/tla/228/iroh-tea-master?utm_source=api
"Iron Fist, Hero for Hire","Iron Fist, Hero for Hire",Legendary Creature — Human Mercenary Hero,3,"Human, Mercenary, Hero",msc,rare,https://scryfall.com/card/msc/692/iron-fist-hero-for-hire?utm_source=api
"Iron Fist, Living Weapon","Iron Fist, Living Weapon",Legendary Creature — Human Warrior Hero,3,"Human, Warrior, Hero",msh,uncommon,https://scryfall.com/card/msh/138/iron-fist-living-weapon?utm_source=api
"Jack of Hearts, Volatile Hero","Jack of Hearts, Volatile Hero",Legendary Creature — Alien Human Hero,3,"Alien, Human, Hero",msc,rare,https://scryfall.com/card/msc/693/jack-of-hearts-volatile-hero?utm_source=api
"Jackal, Genius Geneticist","Jackal, Genius Geneticist",Legendary Creature — Human Scientist Villain,3,"Human, Scientist, Villain",spm,rare,https://scryfall.com/card/spm/131/jackal-genius-geneticist?utm_source=api
Jadelight Ranger,Jadelight Ranger,Creature — Merfolk Scout Ranger,3,"Merfolk, Scout, Ranger",rix,rare,https://scryfall.com/card/rix/136/jadelight-ranger?utm_source=api
"Jaheira, Friend of the Forest","Jaheira, Friend of the Forest",Legendary Creature — Human Elf Druid,3,"Human, Elf, Druid",clb,rare,https://scryfall.com/card/clb/237/jaheira-friend-of-the-forest?utm_source=api
"Jaheira, Harper Emissary","Jaheira, Harper Emissary",Legendary Creature — Human Elf Druid,3,"Human, Elf, Druid",hbg,uncommon,https://scryfall.com/card/hbg/16/jaheira-harper-emissary?utm_source=api
"Jaheira, Heroic Harper","Jaheira, Heroic Harper",Legendary Creature — Human Elf Druid,3,"Human, Elf, Druid",hbg,uncommon,https://scryfall.com/card/hbg/16w/jaheira-heroic-harper?utm_source=api
"Jaheira, Insightful Harper","Jaheira, Insightful Harper",Legendary Creature — Human Elf Druid,3,"Human, Elf, Druid",hbg,uncommon,https://scryfall.com/card/hbg/16u/jaheira-insightful-harper?utm_source=api
"Jaheira, Merciful Harper","Jaheira, Merciful Harper",Legendary Creature — Human Elf Druid,3,"Human, Elf, Druid",hbg,uncommon,https://scryfall.com/card/hbg/16g/jaheira-merciful-harper?utm_source=api
"Jaheira, Ruthless Harper","Jaheira, Ruthless Harper",Legendary Creature — Human Elf Druid,3,"Human, Elf, Druid",hbg,uncommon,https://scryfall.com/card/hbg/16b/jaheira-ruthless-harper?utm_source=api
"Jaheira, Stirring Harper","Jaheira, Stirring Harper",Legendary Creature — Human Elf Druid,3,"Human, Elf, Druid",hbg,uncommon,https://scryfall.com/card/hbg/16r/jaheira-stirring-harper?utm_source=api
"Jason Bright, Glowing Prophet","Jason Bright, Glowing Prophet",Legendary Creature — Zombie Mutant Advisor,3,"Zombie, Mutant, Advisor",pip,rare,https://scryfall.com/card/pip/32/jason-bright-glowing-prophet?utm_source=api
Jennifer Walters // The Sensational She-Hulk,Jennifer Walters,Legendary Creature — Human Advisor Hero,3,"Human, Advisor, Hero",msh,mythic,https://scryfall.com/card/msh/18/jennifer-walters-the-sensational-she-hulk?utm_source=api
"Jennika, Bad Apple Big Sister","Jennika, Bad Apple Big Sister",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmt,common,https://scryfall.com/card/tmt/10/jennika-bad-apple-big-sister?utm_source=api
Jeong Jeong's Deserters,Jeong Jeong's Deserters,Creature — Human Rebel Ally,3,"Human, Rebel, Ally",tla,common,https://scryfall.com/card/tla/25/jeong-jeongs-deserters?utm_source=api
"Jeong Jeong, the Deserter","Jeong Jeong, the Deserter",Legendary Creature — Human Rebel Ally,3,"Human, Rebel, Ally",tla,uncommon,https://scryfall.com/card/tla/142/jeong-jeong-the-deserter?utm_source=api
